CODE,MATERIAL_TYPE,NAME,INV_NAME,UNIT_CODE,ADD_SPEC,BHN_SPEC,GROUP_CODE,MAT_CATCODE,MATERIAL_SUBTYPE,DRG_NO,DRG_LOCATION,REF_PARTCODE,CUST_PARTCODE,LOC_CODE,PURH_GLACNO,PURH_SUB_GLACNO,SALE_GLACNO,SALE_SUB_GLACNO,SUPP_SUB_GLACNO,IS_EXCISABLE,EXCISE_TYPE,ABC_TYPE,IS_STKLEVELMAINTAIN,MIN_QTY,MAX_QTY,REORDER_QTY,MINORDER_QTY,PATBOX_WT,RR_WT,CASTING_WT,FINISH_WT,IS_BRANDED,TEST_CODE,COSTCENTER_CODE,CHAPTER_CODE,CHAPTER_NO,OLD_CODE,SALE_AS,REF_CODE,SCRAP_CODE,PART_SIZE,PURT_GLACNO,PURT_SUB_GLACNO,SART_GLACNO,SART_SUB_GLACNO,DRG_REVDATE,RATE,IS_GRNRECONSILATION,MAT_OWNER,CAST_GRADE,SPECIF_NO,CAST_SUB_GRADE,SUB_GRADE_SPEC,DRG_REV_NO,PURCHASE_UNIT,CONVERSION_QTY,MAT_DESPTYPE,MAT_PRODTYPE,IS_WTINPUTINSALES,MOULD_STANDWT,SPECIF_REVISION_NO,SPECIF_REVISION_DATE,TAX_CODE,PERHOUR_RATE,PATTERN_TYPE,CAVITY_NOS,MPLATE_LENGTH,MPLATE_WIDTH,LEAD_DAYS,TOLERANCE,PER_HOUR,IS_FLAG,SYSADD_DATETIME,SYSADD_LOGIN,SYSCHNG_DATETIME,SYSCHNG_LOGIN,STATUS_CODE,SYS_DATE,USER_NAME,DBK_CODE,GST_RATECATEGORY,MAT_WEIGHT,BOX_PER,MAT_RATE,BARCODE_NO,CASTING_RATE,MACHINE_RATE
1010101326,101,PE M16_LOWER_STL_CASTING_8_NE9110C011,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C011,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,10.0000,10.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121514:55:13,MIS,2018121514:55:13,MIS,0,2018122517:42:40,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101327,101,PE M16 UPR CASTSTK 1 NE9110C012,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C012,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,30.0000,30.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121514:56:58,MIS,2018121514:56:58,MIS,0,2018122610:04:06,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101328,101,PE M16 UPR_CAST_STL_2_NE9110C013,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C013,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,30.0000,30.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121514:58:40,MIS,2018121514:58:40,MIS,0,2018122517:36:02,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101329,101,PE M16 UPR CAST_STL_3_NE9110C014,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C014,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,15.0000,15.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121515:19:15,MIS,2018121515:19:15,MIS,0,2018122517:40:38,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101330,101,PE M16 UPRCAST STL_4_NE9110C015,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C015,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,15.0000,15.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:19:57,MIS,2018121814:39:28,RUPESH,0,2018122517:39:57,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101331,101,PE M16 UPR CAST STL_5_NE9110C018,TH PATETRN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C018,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,100.0000,100.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:22:50,MIS,2018121516:22:50,MIS,0,2018121516:22:50,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101332,101,PE M16 UPR CAST STL_6_ NE9110C017,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C017,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,25.0000,25.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:24:39,MIS,2018121516:24:39,MIS,0,2018122517:50:58,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101333,101,PE M16 UPR CAST STL_7 NE9110C018,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C018,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,15.0000,15.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:26:37,MIS,2018121516:26:37,MIS,0,2018122517:43:28,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101334,101,PE M16 UPR CAST STL_8 _NE9110C019,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000342,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,100.0000,100.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:33:50,MIS,2018121516:33:50,MIS,0,2018121516:33:50,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101335,101,PE M16 UPR CAST STL_8 NE9110C019,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C019,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,15.0000,15.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:44:02,MIS,2018121516:44:02,MIS,0,2018122517:44:15,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101336,101,PE M16UPR CAST STL_9_NE9110C020,NULL,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,40.0000,40.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,101,NULL,101,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:46:35,MIS,2018121516:46:35,MIS,0,2018122316:11:57,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101337,101,PE M16 UPR CAST STL_10_NE9110C021,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C021,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,40.0000,40.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:52:20,MIS,2018121814:53:46,RUPESH,0,2018122517:36:36,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101338,101,PE M16 UPR CAST STL_11 NE9110C022,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9110C022,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,30.0000,30.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121516:59:49,MIS,2018121516:59:49,MIS,0,2018122316:12:41,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101339,101,PE M16 UPR CAST STL_12 NE9110C023,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,30.0000,30.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:03:31,MIS,2018121517:03:31,MIS,0,2018122316:13:11,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101340,101,PE M16 LOWER_PAD_CASTING NE9120C004,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9120C004,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,863.0000,863.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:07:16,MIS,2018121517:07:16,MIS,0,2018122610:51:20,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101341,101,PE M16 CAM TRIM STEEL NE9120C005,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9120C005,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,111.0000,111.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:10:02,MIS,2018121517:10:02,MIS,0,2018122517:26:25,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101342,101,PE M16 CAM TRIM STEEL2 NE9120C006,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,108.0000,108.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:13:25,MIS,2018121916:56:20,RUPESH,0,2018122517:27:00,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101343,101,PE M16 RESTRIKE STEEL NE9120C009,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,150.0000,150.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:15:17,MIS,2018121517:15:17,MIS,1,2018122609:57:39,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101344,101,PE M16 RESTRIKE STEEL NE9120C009,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9120C009,NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,40.0000,40.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:21:00,MIS,2018121517:21:00,MIS,0,2018122316:14:15,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101345,101,PE M16 TRIM_STL_FRT_NE9120C001,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,150.0000,150.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:23:08,MIS,2018121517:23:08,MIS,0,2018121517:23:09,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101346,101,PE M16 TRIM_STL_REAR_NE9120C012,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,150.0000,150.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300293,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:24:35,MIS,2018121517:24:35,MIS,0,2018121517:24:35,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101347,101,"PE M16 TRIM_STL_REAR NE9120C012 ",AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,23.0000,23.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121517:28:16,MIS,2018121917:01:11,RUPESH,0,2018122517:38:50,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101348,101,PE M16 UPR CAST STL_5_ NE9110C016,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NE9110C016," ",NULL,101001,101000339,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,25.0000,25.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000339,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121815:05:49,MIS,2018121815:05:49,MIS,0,2018122517:50:29,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101349,101,CARRIER DIFF CAST -RVI-125  3200-B-1744,CARRIER DIFF CAST -RVI-125 3200-B-1744,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,3200-B-1744,NULL,101001,101000637,NULL,101000240,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,28.0000,28.0000,0,0,NULL,1010097,000000000,NULL,101001,NULL,1010300293,NULL,101000630,NULL,101000663,NULL," ",0.00,0,0,101,NULL,141,NULL,0,"NOS  ",1.000,0,0,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121817:44:58,ADMIN,2018121915:03:51,ADMIN,0,2018121916:23:25,BWAYS,NULL,101,0.000,NULL,0.00,NULL,0.00,0.00
1010101350,101,CARRIER DIFF CAST -RVI-125 3200-D-1746,CARRIER DIFF CAST -RVI-125 3200-D-1746,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,3200-D-1746,NULL,101001,101000638,NULL,101000240,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,29.0000,29.0000,0,0,NULL,1010097,000000000,NULL,101001,NULL,1010300293,NULL,101000646,NULL,101000001,NULL," ",0.00,0,0,101,NULL,141,450/12,0,"NOS  ",1.000,0,0,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121817:46:17,ADMIN,2018121915:04:41,ADMIN,0,2018121916:23:55,BWAYS,NULL,101,0.000,NULL,0.00,NULL,0.00,0.00
1010101351,101,"MS PLATE - CASTING ",NULL,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000396,NULL,101000341,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,2,NULL,1010038,72141090,NULL,101001,NULL,1010300009,NULL,101000396,NULL,101000341,NULL," ",0.00,0,0,101,NULL,132,NULL,0,"NOS  ",1.000,0,2,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121914:37:27,PRASHANT,2018121914:37:27,PRASHANT,0,2018121914:37:27,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101352,101,ALLOY STEEL ROUND - CASTING,NULL,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL," ",NULL,101001,101000396,NULL,101000341,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,2,NULL,1010038,72141090,NULL,101001,NULL,1010300009,NULL,101000396,NULL,101000341,NULL," ",0.00,0,0,104,NULL,131,NULL,0,"NOS  ",1.000,0,2,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121914:38:23,PRASHANT,2018122014:23:50,PRASHANT,0,2018122014:23:50,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101353,101,SPEED PROD HSG,SPEED PROD HSG,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,CGI 11801,NULL,101001,101000362,NULL,101000185,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,11.0000,0.0000,0,0,NULL,1010097,000000000,NULL,101001,NULL,1010300293,NULL,101000362,NULL,101000185,NULL," ",0.00,0,0,101,NULL,141,NULL,0,"NOS  ",1.000,1,1,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121916:47:31,ADMIN,2018121916:47:31,ADMIN,0,2018121916:47:32,BWAYS,NULL,101,0.000,NULL,0.00,NULL,0.00,0.00
1010101354,101,CLAMP PLATE NDE,CLAMP PLATE NDE,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,CGI 21701,NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,10.0000,0.0000,0,0,NULL,1010004,73259999,NULL,101001,NULL,1010300293,NULL,101000362,NULL,101000192,NULL," ",0.00,0,2,101,NULL,141,NULL,0,"NOS  ",1.000,1,1,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121916:49:18,ADMIN,2018121918:14:08,VIJENDRA,0,2018121918:14:08,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101355,101,OUTER LABYRINTH DE,OUTER LABYRINTH DE,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,CGI 41702,NULL,101001,101000362,NULL,101000192,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,9.0000,0.0000,0,0,NULL,1010004,73259999,NULL,101001,NULL,1010300293,NULL,101000362,NULL,101000192,NULL," ",0.00,0,2,101,NULL,141,NULL,0,"NOS  ",1.000,1,1,0,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018121916:50:58,ADMIN,2018122011:18:15,VIJENDRA,0,2018122011:18:15,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101356,101,PE M16 RESTRIKE STEEL 2 NE9120C010,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9120C010,NULL,101001,101000396,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,42.0000,42.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000396,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018122115:41:06,MIS,2018122116:00:57,RUPESH,0,2018122610:07:35,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010101357,101,PE M16 TRIM_STL_FRT NE9120C011,AS PER TH.PATTERN,"NOS  "," "," ",1010239,NULL,NULL,NULL,NULL,NE9120C011,NULL,101001,101000396,NULL,101000188,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,34.0000,34.0000,0,0,NULL,1010003,73259920,NULL,101001,NULL,1010300009,NULL,101000396,NULL,101000188,NULL," ",142.00,0,0,103,NULL,133,NULL,0,"NOS  ",1.000,1,1,1,0.000,0," ",NULL,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2018122115:47:38,MIS,2018122115:47:38,MIS,0,2018122517:37:47,BWAYS,NULL,107,0.000,NULL,0.00,NULL,0.00,0.00
1010300001,103,RUNNER RISER-STEEL,NULL,"KGS  ",NULL,NULL,1010249,NULL,0," ",NULL," ",NULL,101001,101000339,NULL,101000341,NULL,NULL,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,0,NULL,1010030,72021100,NULL,NULL,NULL,1010300001,NULL,101000339,NULL,101000341,NULL,NULL,32.00,0,0,NULL,NULL,NULL,NULL,0,"KGS  ",1.000,0,0,0,0.000,0," ",101001,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015021717:26:11,ADMIN,2018041312:09:33,ADMIN,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010300002,104,CRC BUNDLE,NULL,"KGS  ",NULL,NULL,1010249,NULL,0," ",NULL," ",NULL,101001,101000507,NULL,101000340,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,2,NULL,1010036,72042190,NULL,NULL,NULL,1013100001,NULL,101000402,NULL,101000340,NULL,NULL,0.00,0,0,NULL,NULL,NULL,NULL,0,"KGS  ",1.000,0,0,0,0.000,0," ",101001,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015021717:26:11,ADMIN,2015061315:41:50,SANTOSH,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010300003,103,PIG IRON CI GRADE,NULL,"KGS  ",NULL,NULL,1010249,NULL,0," ",NULL," ",NULL,101001,101000402,NULL,101000341,NULL,NULL,1,1,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,2,NULL,1010030,72021100,NULL,NULL,NULL,1010300003,NULL,101000402,NULL,101000341,NULL,NULL,0.00,0,0,NULL,NULL,NULL,NULL,0,"KGS  ",1.000,0,0,0,0.000,0," ",101001,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015021717:26:11,ADMIN,2015082011:05:33,SHASHI,0,2018120711:23:29,BWAYS,NULL,107,0.000,0,0.00,NULL,0.00,0.00
1010300004,103,PIG IRON SGI GRADE,NULL,"KGS  ",NULL,NULL,1010249,NULL,0," ",NULL," ",NULL,101001,101000402,NULL,101000341,NULL,NULL,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.0000,0.0000,0,2,NULL,1010000,000000,NULL,NULL,NULL,1010300004,NULL,101000402,NULL,101000341,NULL,NULL,0.00,0,0,NULL,NULL,NULL,NULL,0,"KGS  ",1.000,0,0,0,0.000,0," ",101001,0.00,NULL,NULL,0.00,0.00,1,0.00,0,0,2015021717:26:11,ADMIN,2017072314:29:52,ADMIN,0,2018120711:23:29,BWAYS,NULL,102,0.000,0,0.00,NULL,0.00,0.00
